status/scripts,REPORTID,USERID,REPORTTYPEID,ADDEDBY,HOSTID,LATITUDE,LONGITUDE,RADIUSIMPACT,DESCRIPTION,PRICE,REPORTSTATUSID,DATE,TIME,CREATEDTIME,LASTMODIFIEDTIME,ADDRESS,TOTALNUMBERINJURED,TOTALNUMBERKILLED,VEHICLETYPECODE
,,,,,,5202845.70502,-7916637.54191,,,,,2016-04-16,05:22:46,,,,,,
,,,,,,5202845.70502,-7916637.54191,,,,,2016-04-16,05:22:49,,,,,,
,,,,,,5202845.70502,-7916637.54191,,,,,2016-04-16,05:23:15,,,,,,
,,,,,,5207733.60732,-7911502.36108,,,,,2016-04-16,05:32:18,,,,,,
,,,,,,5207520.03044,-7913871.16259,,,,,2016-04-16,03:05:04,,,,,,
,,,,,,5209697.97075,-7916447.41727,,,,,2016-04-16,07:55:08,,,,,,
,,,,,,5203569.86903,-7912781.12068,,,,,2016-04-17,12:21:20,,,,,,
,,,,,,5207625.17318,-7914020.63774,,,,,2016-04-17,02:15:47,,,,,,
,,,,,,5214716.55996,-7910718.57147,,,,,2016-04-17,03:01:27,,,,,,
,,,,,,5219723.11679,-7905089.11923,,,,,2016-04-17,03:48:20,,,,,,
,,,,,,5203366.20564,-7914772.21706,,,,,2016-04-17,10:30:52,,,,,,
,,,,,,5198894.65707,-7916856.55071,,,,,2016-04-17,10:43:41,,,,,,
,,,,,,5207116.2206,-7910963.72643,,,,,2016-04-17,10:59:52,,,,,,
,,,,,,5201649.64149,-7914883.06198,,,,,2016-04-17,11:56:05,,,,,,
,,,,,,5214785.92957,-7909460.78806,,,,,2016-04-17,09:08:10,,,,,,
,,,,,,5214171.91714,-7909721.77122,,,,,2016-04-18,04:52:06,,,,,,
,,,,,,5210637.51974,-7910542.40578,,,,,2016-04-18,06:56:47,,,,,,
,,,,,,5211086.77546,-7911850.70828,,,,,2016-04-18,08:23:37,,,,,,
,,,,,,5208845.54674,-7911373.6321,,,,,2016-04-18,05:58:13,,,,,,
,,,,,,5219804.23531,-7905137.23859,,,,,2016-04-18,09:31:54,,,,,,
,,,,,,5218348.17516,-7909277.1597,,,,,2016-04-18,09:47:19,,,,,,
,,,,,,5203658.65667,-7908551.47279,,,,,2016-04-19,01:42:34,,,,,,
,,,,,,5207477.09355,-7911833.28358,,,,,2016-04-19,02:51:48,,,,,,
,,,,,,5216572.73689,-7906463.72776,,,,,2016-04-19,05:11:45,,,,,,
,,,,,,5215464.96812,-7905757.62295,,,,,2016-04-19,05:38:52,,,,,,
,,,,,,5203478.2979,-7920079.81953,,,,,2016-04-19,07:46:43,,,,,,
,,,,,,5212590.14337,-7908655.49318,,,,,2016-04-19,12:24:28,,,,,,
,,,,,,5213621.05119,-7916027.65076,,,,,2016-04-19,04:38:56,,,,,,
,,,,,,5205124.93582,-7912600.33755,,,,,2016-04-19,05:44:48,,,,,,
,,,,,,5201630.08631,-7915183.62552,,,,,2016-04-19,06:03:59,,,,,,
,,,,,,5209742.01252,-7912911.53612,,,,,2016-04-19,06:56:07,,,,,,
,,,,,,5201551.85709,-7915209.22527,,,,,2016-04-19,07:12:37,,,,,,
,,,,,,5207089.5211,-7910656.24949,,,,,2016-04-19,07:22:15,,,,,,
,,,,,,5207089.5211,-7910656.24949,,,,,2016-04-19,07:23:33,,,,,,
,,,,,,5215239.42806,-7910681.23474,,,,,2016-04-19,08:11:45,,,,,,
,,,,,,5204043.81001,-7920202.05061,,,,,2016-04-19,08:27:12,,,,,,
,,,,,,5204179.75681,-7915570.68944,,,,,2016-04-20,06:31:12,,,,,,
,,,,,,5198516.00011,-7917316.07311,,,,,2016-04-20,06:20:07,,,,,,
,,,,,,5206171.93935,-7915490.90043,,,,,2016-04-20,09:33:28,,,,,,
,,,,,,5220362.02234,-7903693.42897,,,,,2016-04-20,11:50:29,,,,,,
,,,,,,5205469.33749,-7908832.78752,,,,,2016-04-20,12:34:27,,,,,,
,,,,,,5212964.58271,-7908098.05104,,,,,2016-04-20,03:10:29,,,,,,
,,,,,,5215543.09358,-7918128.78367,,,,,2016-04-20,05:51:16,,,,,,
,,,,,,5204375.3072,-7913251.48323,,,,,2016-04-20,09:11:34,,,,,,
,,,,,,5210029.71259,-7909668.84378,,,,,2016-04-21,05:06:25,,,,,,
,,,,,,5218595.63936,-7906076.88942,,,,,2016-04-21,11:40:28,,,,,,
,,,,,,5210696.76167,-7909651.03149,,,,,2016-04-22,10:05:57,,,,,,
,,,,,,5213405.90652,-7919563.93213,,,,,2016-04-22,12:45:13,,,,,,
,,,,,,5206989.15948,-7909662.75522,,,,,2016-04-22,01:05:01,,,,,,
,,,,,,5215427.25193,-7910060.58254,,,,,2016-04-22,02:04:51,,,,,,
,,,,,,5211297.1518,-7912039.61911,,,,,2016-04-22,03:00:53,,,,,,
,,,,,,5202845.70502,-7916637.54191,,,,,2016-04-22,07:17:02,,,,,,
,,,,,,5219223.50595,-7905083.5821,,,,,2016-04-22,08:44:01,,,,,,
,,,,,,5202982.6129,-7913223.28167,,,,,2016-04-22,10:40:36,,,,,,
,,,,,,5205185.89948,-7912988.2469,,,,,2016-04-22,11:16:48,,,,,,
,,,,,,5210877.88273,-7911661.67076,,,,,2016-04-23,01:51:00,,,,,,
,,,,,,5214753.69159,-7911756.98031,,,,,2016-04-23,02:18:47,,,,,,
,,,,,,5214791.96527,-7917138.96501,,,,,2016-04-23,07:16:26,,,,,,
,,,,,,5214791.96527,-7917138.96501,,,,,2016-04-23,07:30:43,,,,,,
,,,,,,5205441.0677,-7910514.29155,,,,,2016-04-23,09:39:59,,,,,,
,,,,,,5205441.0677,-7910514.29155,,,,,2016-04-23,09:40:34,,,,,,
,,,,,,5208823.51232,-7914636.36597,,,,,2016-04-23,09:41:38,,,,,,
,,,,,,5198763.18389,-7917674.96067,,,,,2016-04-23,10:41:31,,,,,,
,,,,,,5203555.87766,-7913582.84707,,,,,2016-04-23,10:50:54,,,,,,
,,,,,,5203555.87766,-7913582.84707,,,,,2016-04-23,11:03:46,,,,,,
,,,,,,5211574.69261,-7913017.33918,,,,,2016-04-23,10:50:40,,,,,,
,,,,,,5209603.30403,-7909837.15771,,,,,2016-04-24,01:36:35,,,,,,
,,,,,,5208668.14542,-7911056.01997,,,,,2016-04-24,01:57:27,,,,,,
,,,,,,5213004.28967,-7910722.88046,,,,,2016-04-24,02:59:07,,,,,,
,,,,,,5203388.27066,-7922748.2211,,,,,2016-04-24,01:01:19,,,,,,
,,,,,,5214614.19314,-7909398.78305,,,,,2016-04-24,01:44:04,,,,,,
,,,,,,5207170.55461,-7915525.9076,,,,,2016-04-24,03:31:22,,,,,,
,,,,,,5216033.42727,-7910422.21942,,,,,2016-04-24,06:38:37,,,,,,
,,,,,,5209729.17612,-7909920.31627,,,,,2016-04-24,10:12:13,,,,,,
,,,,,,5216051.19042,-7911221.38299,,,,,2016-04-25,12:14:26,,,,,,
,,,,,,5202672.52186,-7909098.1075,,,,,2016-04-25,02:21:50,,,,,,
,,,,,,5208349.85615,-7911059.30374,,,,,2016-04-26,10:13:06,,,,,,
,,,,,,5207212.95087,-7912635.51296,,,,,2016-04-26,11:21:41,,,,,,
,,,,,,5199629.13515,-7917004.34416,,,,,2016-04-26,02:43:04,,,,,,
,,,,,,5214853.71999,-7921193.77695,,,,,2016-04-26,06:45:54,,,,,,
,,,,,,5216721.50708,-7908003.33873,,,,,2016-04-27,01:22:17,,,,,,
,,,,,,5210002.76317,-7914963.8773,,,,,2016-04-27,09:50:05,,,,,,
,,,,,,5210772.05503,-7911514.52449,,,,,2016-04-27,01:07:51,,,,,,
,,,,,,5210174.41787,-7911382.25273,,,,,2016-04-27,01:22:04,,,,,,
,,,,,,5207477.09355,-7911833.28358,,,,,2016-04-27,04:03:33,,,,,,
,,,,,,5204282.31165,-7910207.21395,,,,,2016-04-27,05:59:18,,,,,,
,,,,,,5215427.25193,-7910060.58254,,,,,2016-04-27,09:43:52,,,,,,
,,,,,,5215427.25193,-7910060.58254,,,,,2016-04-27,09:57:39,,,,,,
,,,,,,5211965.79684,-7910823.34182,,,,,2016-04-27,10:37:41,,,,,,
,,,,,,5202663.31812,-7914606.44095,,,,,2016-04-28,04:09:00,,,,,,
,,,,,,5202422.9221,-7914246.30948,,,,,2016-04-28,07:05:35,,,,,,
,,,,,,5213636.49922,-7918273.55068,,,,,2016-04-29,12:29:33,,,,,,
,,,,,,5217437.24401,-7907241.18531,,,,,2016-04-29,07:37:29,,,,,,
,,,,,,5208117.86763,-7914189.97769,,,,,2016-04-29,09:44:09,,,,,,
,,,,,,5204783.05696,-7909223.93867,,,,,2016-04-29,10:08:47,,,,,,
,,,,,,5217719.70178,-7907159.23954,,,,,2016-04-29,10:45:43,,,,,,
,,,,,,5211514.45661,-7912257.91794,,,,,2016-04-29,11:08:46,,,,,,
,,,,,,5213639.58098,-7914308.65347,,,,,2016-04-29,11:42:11,,,,,,
,,,,,,5202684.79754,-7915667.13862,,,,,2016-04-29,12:43:42,,,,,,
,,,,,,5211965.79684,-7910823.34182,,,,,2016-04-29,01:45:36,,,,,,
,,,,,,5214358.12462,-7912037.42921,,,,,2016-04-29,02:14:54,,,,,,
,,,,,,5199224.89682,-7917474.58437,,,,,2016-04-29,03:05:30,,,,,,
,,,,,,5204419.11717,-7909413.69616,,,,,2016-04-29,03:24:24,,,,,,
,,,,,,5208855.33241,-7910166.44098,,,,,2016-04-29,05:01:51,,,,,,
,,,,,,5211445.00256,-7912326.84642,,,,,2016-04-29,05:34:35,,,,,,
,,,,,,5215611.35747,-7910183.36306,,,,,2016-04-30,02:29:35,,,,,,
,,,,,,5214753.69159,-7911756.98031,,,,,2016-04-30,11:50:50,,,,,,
,,,,,,5214491.40008,-7911412.59714,,,,,2016-04-30,11:35:26,,,,,,
,,,,,,5200978.71475,-7920492.46023,,,,,2016-04-30,11:52:29,,,,,,
,,,,,,5205519.08332,-7908851.64491,,,,,2016-04-30,12:55:33,,,,,,
,,,,,,5200251.04879,-7917283.72172,,,,,2016-04-30,02:17:12,,,,,,
,,,,,,5200251.04879,-7917283.72172,,,,,2016-04-30,02:37:18,,,,,,
,,,,,,5201982.9653,-7915716.28263,,,,,2016-04-30,02:27:28,,,,,,
,,,,,,5213531.39979,-7912010.13185,,,,,2016-04-30,05:13:12,,,,,,
,,,,,,5208474.44369,-7914652.62754,,,,,2016-04-30,05:30:12,,,,,,
,,,,,,5215227.33326,-7911737.77302,,,,,2016-04-30,05:39:08,,,,,,
,,,,,,5210263.67494,-7914480.70258,,,,,2016-04-30,11:25:18,,,,,,
,,,,,,5213914.26724,-7920876.92294,,,,,2016-04-30,11:50:53,,,,,,
,,,,,,5209358.18812,-7910609.49588,,,,,2016-05-01,12:28:02,,,,,,
,,,,,,5204455.74304,-7912330.792,,,,,2016-05-01,12:25:20,,,,,,
,,,,,,5209992.20064,-7914694.82667,,,,,2016-05-01,05:14:28,,,,,,
,,,,,,5206696.83522,-7909919.81339,,,,,2016-05-01,11:09:49,,,,,,
,,,,,,5209471.11172,-7912190.23717,,,,,2016-05-01,02:06:28,,,,,,
,,,,,,5203063.85897,-7916671.97034,,,,,2016-05-01,04:18:30,,,,,,
,,,,,,5210079.29525,-7916139.98515,,,,,2016-05-01,05:58:37,,,,,,
,,,,,,5206011.83252,-7910911.06127,,,,,2016-05-01,05:56:20,,,,,,
,,,,,,5205258.08684,-7913459.97049,,,,,2016-05-01,07:37:45,,,,,,
,,,,,,5208960.71822,-7911270.73625,,,,,2016-05-01,07:46:36,,,,,,
,,,,,,5206218.02905,-7911736.05121,,,,,2016-05-02,02:50:19,,,,,,
,,,,,,5215204.48153,-7916780.58765,,,,,2016-05-02,11:41:17,,,,,,
,,,,,,5210288.69609,-7910795.39696,,,,,2016-05-02,11:53:10,,,,,,
,,,,,,5218595.55887,-7911828.80703,,,,,2016-05-02,01:46:53,,,,,,
,,,,,,5203357.2629,-7916889.04369,,,,,2016-05-02,03:40:46,,,,,,
,,,,,,5210275.74214,-7913215.55142,,,,,2016-05-02,06:20:20,,,,,,
,,,,,,5211637.49111,-7910953.80802,,,,,2016-05-02,08:52:06,,,,,,
,,,,,,5205258.08684,-7913459.97049,,,,,2016-05-02,09:19:11,,,,,,
,,,,,,5216910.27927,-7907933.36735,,,,,2016-05-03,02:57:33,,,,,,
,,,,,,5206436.2705,-7911621.39248,,,,,2016-05-03,04:57:29,,,,,,
,,,,,,5203932.07632,-7914375.88427,,,,,2016-05-03,11:07:36,,,,,,
,,,,,,5204043.81001,-7920202.05061,,,,,2016-05-03,12:57:44,,,,,,
,,,,,,5213811.42744,-7912381.55268,,,,,2016-05-03,02:23:20,,,,,,
,,,,,,5215690.90562,-7910171.67462,,,,,2016-05-03,08:27:12,,,,,,
,,,,,,5209588.54949,-7912644.42181,,,,,2016-05-03,11:28:48,,,,,,
,,,,,,5213639.58096,-7914308.64935,,,,,2016-05-04,02:12:29,,,,,,
,,,,,,5200030.61894,-7921320.34673,,,,,2016-05-04,07:32:12,,,,,,
,,,,,,5207754.16268,-7909571.98397,,,,,2016-05-04,08:35:54,,,,,,
,,,,,,5209933.8873,-7914443.08556,,,,,2016-05-04,10:20:27,,,,,,
,,,,,,5217379.96339,-7906289.89421,,,,,2016-05-04,02:29:44,,,,,,
,,,,,,5208311.85444,-7910380.17761,,,,,2016-05-04,06:26:43,,,,,,
,,,,,,5215058.84541,-7911697.98248,,,,,2016-05-04,11:43:55,,,,,,
,,,,,,5205924.78339,-7910155.4891,,,,,2016-05-05,02:55:24,,,,,,
,,,,,,5205924.78339,-7910155.4891,,,,,2016-05-05,03:05:29,,,,,,
,,,,,,5207825.61291,-7911325.28222,,,,,2016-05-05,07:02:16,,,,,,
,,,,,,5210988.44304,-7910702.89116,,,,,2016-05-05,08:43:40,,,,,,
,,,,,,5209006.15877,-7914436.70068,,,,,2016-05-05,09:26:58,,,,,,
,,,,,,5215064.62992,-7916854.53128,,,,,2016-05-05,11:21:49,,,,,,
,,,,,,5215745.57386,-7906111.89292,,,,,2016-05-05,02:59:48,,,,,,
,,,,,,5206269.65486,-7916182.38279,,,,,2016-05-05,03:35:00,,,,,,
,,,,,,5213430.12308,-7914022.61896,,,,,2016-05-05,04:05:34,,,,,,
,,,,,,5204533.97042,-7908679.2092,,,,,2016-05-05,06:21:55,,,,,,
,,,,,,5209432.21196,-7914654.91967,,,,,2016-05-05,08:53:44,,,,,,
,,,,,,5209432.21196,-7914654.91967,,,,,2016-05-05,09:08:12,,,,,,
,,,,,,5216221.09288,-7910609.49286,,,,,2016-05-05,09:45:16,,,,,,
,,,,,,5208404.04907,-7914625.47139,,,,,2016-05-06,03:02:31,,,,,,
,,,,,,5203023.23804,-7912859.26811,,,,,2016-05-06,07:08:13,,,,,,
,,,,,,5209961.56683,-7912067.71624,,,,,2016-05-06,08:52:26,,,,,,
,,,,,,5199467.49368,-7917104.96936,,,,,2016-05-06,09:29:03,,,,,,
,,,,,,5211439.15975,-7908109.25453,,,,,2016-05-08,12:50:00,,,,,,
,,,,,,5205693.70872,-7913361.50096,,,,,2016-05-06,01:23:43,,,,,,
,,,,,,5209889.69348,-7911019.15739,,,,,2016-05-06,02:27:42,,,,,,
,,,,,,5205415.84184,-7909913.74613,,,,,2016-05-06,02:26:47,,,,,,
,,,,,,5200843.33092,-7917125.03997,,,,,2016-05-06,04:52:45,,,,,,
,,,,,,5206949.31013,-7913109.65093,,,,,2016-05-06,05:12:49,,,,,,
,,,,,,5203292.56238,-7912127.89732,,,,,2016-05-06,10:32:55,,,,,,
,,,,,,5203292.56238,-7912127.89732,,,,,2016-05-06,10:33:17,,,,,,
,,,,,,5209466.59247,-7910507.08097,,,,,2016-05-06,10:47:57,,,,,,
,,,,,,5209414.79539,-7909138.55244,,,,,2016-05-06,11:21:34,,,,,,
,,,,,,5201542.12845,-7914066.05125,,,,,2016-05-06,11:47:54,,,,,,
,,,,,,5207028.00728,-7916508.4843,,,,,2016-05-07,12:01:30,,,,,,
,,,,,,5214665.86516,-7917943.08276,,,,,2016-05-07,02:21:57,,,,,,
,,,,,,5202973.09764,-7908931.40247,,,,,2016-05-07,02:38:16,,,,,,
,,,,,,5203618.47185,-7908571.34312,,,,,2016-05-07,02:58:57,,,,,,
,,,,,,5203618.47185,-7908571.34312,,,,,2016-05-07,03:07:51,,,,,,
,,,,,,5202086.39876,-7911493.30451,,,,,2016-05-07,06:57:25,,,,,,
,,,,,,5205553.11549,-7911144.11707,,,,,2016-05-07,08:14:09,,,,,,
,,,,,,5214482.98532,-7920281.2174,,,,,2016-05-07,10:53:09,,,,,,
,,,,,,5205696.7805,-7910008.39382,,,,,2016-05-07,02:12:06,,,,,,
,,,,,,5207346.47159,-7917190.94288,,,,,2016-05-07,03:31:16,,,,,,
,,,,,,5203951.61597,-7914362.05536,,,,,2016-05-07,04:31:51,,,,,,
,,,,,,5202734.21521,-7922575.59709,,,,,2016-05-07,05:34:59,,,,,,
,,,,,,5206884.81227,-7911572.40895,,,,,2016-05-07,07:57:24,,,,,,
,,,,,,5207405.66624,-7911064.861,,,,,2016-05-07,08:18:11,,,,,,
,,,,,,5214106.94644,-7909645.58934,,,,,2016-05-08,01:57:03,,,,,,
,,,,,,5214189.38988,-7909473.36641,,,,,2016-05-08,03:05:33,,,,,,
,,,,,,5207524.86065,-7910127.47505,,,,,2016-05-08,03:36:06,,,,,,
,,,,,,5213400.53497,-7914492.21496,,,,,2016-05-08,08:55:04,,,,,,
,,,,,,5203407.46922,-7909885.93655,,,,,2016-05-08,10:32:28,,,,,,
,,,,,,5210042.98764,-7911640.43984,,,,,2016-05-08,11:24:33,,,,,,
,,,,,,5206857.89661,-7915754.09663,,,,,2016-05-08,11:34:43,,,,,,
,,,,,,5209931.84294,-7915281.58513,,,,,2016-05-08,11:50:43,,,,,,
,,,,,,5211869.54582,-7909342.01562,,,,,2016-05-08,12:16:16,,,,,,
,,,,,,5216782.4596,-7910657.51525,,,,,2016-05-08,01:24:05,,,,,,
,,,,,,5199211.22331,-7919663.46445,,,,,2016-05-08,05:04:41,,,,,,
,,,,,,5202733.86541,-7911723.31773,,,,,2016-05-08,05:18:21,,,,,,
,,,,,,5204947.65548,-7914404.05285,,,,,2016-05-08,06:16:47,,,,,,
,,,,,,5214106.94644,-7909645.58934,,,,,2016-05-08,06:24:07,,,,,,
,,,,,,5203995.40363,-7914081.89243,,,,,2016-05-08,06:30:39,,,,,,
,,,,,,5199889.68385,-7917342.11507,,,,,2016-05-08,10:21:34,,,,,,
,,,,,,5217846.23727,-7906523.57032,,,,,2016-05-09,12:05:33,,,,,,
,,,,,,5212530.38562,-7919482.06981,,,,,2016-05-09,09:35:43,,,,,,
,,,,,,5212267.45899,-7919864.26589,,,,,2016-05-09,10:20:22,,,,,,
,,,,,,5213179.90492,-7913872.47626,,,,,2016-05-09,03:24:16,,,,,,
,,,,,,5213179.90492,-7913872.47626,,,,,2016-05-09,03:25:04,,,,,,
,,,,,,5206538.03399,-7913065.7212,,,,,2016-05-09,05:06:08,,,,,,
,,,,,,5219081.98016,-7904446.27509,,,,,2016-05-09,08:54:22,,,,,,
,,,,,,5205081.9517,-7919940.16968,,,,,2016-05-09,11:23:56,,,,,,
,,,,,,5209930.82646,-7912973.47261,,,,,2016-05-09,11:51:52,,,,,,
,,,,,,5211213.09115,-7912114.77106,,,,,2016-05-10,08:14:57,,,,,,
,,,,,,5204969.51932,-7914209.21238,,,,,2016-05-10,08:36:57,,,,,,
,,,,,,5211213.09115,-7912114.77106,,,,,2016-05-10,08:57:45,,,,,,
,,,,,,5217808.22748,-7906829.74216,,,,,2016-05-10,10:44:08,,,,,,
,,,,,,5199211.22331,-7919663.46445,,,,,2016-05-10,01:24:47,,,,,,
,,,,,,5212865.4907,-7912791.33437,,,,,2016-05-10,01:30:38,,,,,,
,,,,,,5210984.98141,-7913969.6819,,,,,2016-05-10,02:27:25,,,,,,
,,,,,,5209021.25556,-7911584.84798,,,,,2016-05-10,11:13:52,,,,,,
,,,,,,5209587.717,-7909799.58539,,,,,2016-05-11,12:33:27,,,,,,
,,,,,,5211181.64626,-7912507.49681,,,,,2016-05-11,08:35:36,,,,,,
,,,,,,5208933.70426,-7911436.24407,,,,,2016-05-11,01:20:36,,,,,,
,,,,,,5202300.28742,-7916003.6744,,,,,2016-05-11,02:44:07,,,,,,
,,,,,,5207989.69611,-7911025.83163,,,,,2016-05-11,03:55:35,,,,,,
,,,,,,5208023.73082,-7913635.08163,,,,,2016-05-11,09:06:03,,,,,,
,,,,,,5213886.01521,-7916008.72123,,,,,2016-05-11,11:03:16,,,,,,
,,,,,,5202845.70502,-7916637.54191,,,,,2016-05-12,12:44:00,,,,,,
,,,,,,5204031.51713,-7916896.50194,,,,,2016-05-12,07:42:28,,,,,,
,,,,,,5213692.75035,-7922288.71703,,,,,2016-05-12,08:41:29,,,,,,
,,,,,,5208225.6481,-7911187.50039,,,,,2016-05-12,09:38:49,,,,,,
,,,,,,5202923.09916,-7911237.40139,,,,,2016-05-12,10:00:19,,,,,,
,,,,,,5206989.15948,-7909662.75522,,,,,2016-05-12,12:32:00,,,,,,
,,,,,,5213330.79909,-7918870.53349,,,,,2016-05-12,01:17:25,,,,,,
,,,,,,5209394.15886,-7911773.78966,,,,,2016-05-12,01:37:47,,,,,,
,,,,,,5214267.53981,-7909413.72538,,,,,2016-05-12,02:01:27,,,,,,
,,,,,,5203873.82722,-7918037.24992,,,,,2016-05-12,09:12:39,,,,,,
,,,,,,5205974.20622,-7912320.47784,,,,,2016-05-13,06:59:02,,,,,,
,,,,,,5210720.55555,-7912012.23385,,,,,2016-05-13,09:08:54,,,,,,
,,,,,,5213789.5977,-7915716.27681,,,,,2016-05-13,10:16:17,,,,,,
,,,,,,5202319.86603,-7919332.73322,,,,,2016-05-13,11:28:34,,,,,,
,,,,,,5214890.89645,-7920101.39367,,,,,2016-05-13,12:14:57,,,,,,
,,,,,,5205016.38638,-7911682.30722,,,,,2016-05-13,06:58:19,,,,,,
,,,,,,5205016.38638,-7911682.30722,,,,,2016-05-13,07:06:01,,,,,,
,,,,,,5204179.75681,-7915570.68944,,,,,2016-05-13,09:44:59,,,,,,
,,,,,,5206903.30109,-7917475.73035,,,,,2016-05-14,12:42:54,,,,,,
,,,,,,5206312.38342,-7913206.52261,,,,,2016-05-14,03:16:08,,,,,,
,,,,,,5218649.83298,-7911653.67181,,,,,2016-05-14,08:49:56,,,,,,
,,,,,,5203028.40384,-7914002.78085,,,,,2016-05-14,01:29:40,,,,,,
,,,,,,5205321.02859,-7913183.20658,,,,,2016-05-14,02:47:20,,,,,,
,,,,,,5203722.90025,-7913896.76837,,,,,2016-05-14,04:55:50,,,,,,
,,,,,,5215064.62992,-7916854.53128,,,,,2016-05-14,09:15:33,,,,,,
,,,,,,5205349.18417,-7911710.88534,,,,,2016-05-14,11:16:34,,,,,,
,,,,,,5209822.79951,-7912023.45179,,,,,2016-05-15,02:15:33,,,,,,
,,,,,,5217195.20024,-7907835.50218,,,,,2016-05-15,09:28:07,,,,,,
,,,,,,5213177.1054,-7911319.44812,,,,,2016-05-15,11:40:56,,,,,,
,,,,,,5203771.0473,-7908430.96845,,,,,2016-05-15,01:08:22,,,,,,
,,,,,,5209129.34232,-7909514.44301,,,,,2016-05-15,01:50:09,,,,,,
,,,,,,5218753.4303,-7906260.65642,,,,,2016-05-15,01:53:09,,,,,,
,,,,,,5217830.54597,-7908186.84798,,,,,2016-05-15,02:39:47,,,,,,
,,,,,,5208554.23531,-7912947.20918,,,,,2016-05-15,04:10:46,,,,,,
,,,,,,5202325.13213,-7914295.29293,,,,,2016-05-15,06:59:11,,,,,,
,,,,,,5200354.46323,-7917656.03525,,,,,2016-05-15,09:09:50,,,,,,
,,,,,,5201725.86833,-7915291.47438,,,,,2016-05-15,10:01:44,,,,,,
,,,,,,5199787.40536,-7917460.11355,,,,,2016-05-16,06:15:36,,,,,,
,,,,,,5211380.59914,-7908128.31104,,,,,2016-05-16,06:30:05,,,,,,
,,,,,,5212173.17532,-7914093.78963,,,,,2016-05-16,06:49:37,,,,,,
,,,,,,5206426.37766,-7909422.74176,,,,,2016-05-16,06:59:56,,,,,,
,,,,,,5209942.29242,-7911748.07048,,,,,2016-05-16,12:06:55,,,,,,
,,,,,,5211350.68553,-7913585.26189,,,,,2016-05-16,01:05:15,,,,,,
,,,,,,5214624.73888,-7911088.16873,,,,,2016-05-16,02:15:44,,,,,,
,,,,,,5201598.49317,-7922805.68703,,,,,2016-05-16,03:57:51,,,,,,
,,,,,,5210612.73776,-7910102.65783,,,,,2016-05-16,06:10:28,,,,,,
,,,,,,5199842.00432,-7917462.33683,,,,,2016-05-16,06:22:33,,,,,,
,,,,,,5202451.50622,-7911173.88552,,,,,2016-05-17,03:02:47,,,,,,
,,,,,,5205519.08332,-7908851.64491,,,,,2016-05-17,09:56:12,,,,,,
,,,,,,5210549.35124,-7913864.56913,,,,,2016-05-17,12:37:40,,,,,,
,,,,,,5204533.97042,-7908679.2092,,,,,2016-05-17,12:52:45,,,,,,
,,,,,,5213579.46919,-7920059.89575,,,,,2016-05-17,01:07:48,,,,,,
,,,,,,5213579.46919,-7920059.89575,,,,,2016-05-17,01:08:27,,,,,,
,,,,,,5201856.61996,-7922799.64649,,,,,2016-05-17,03:55:20,,,,,,
,,,,,,5210615.92473,-7908591.54236,,,,,2016-05-17,05:58:17,,,,,,
,,,,,,5207097.07222,-7912558.71583,,,,,2016-05-17,06:07:37,,,,,,
,,,,,,5203381.22191,-7916480.39443,,,,,2016-05-17,11:46:54,,,,,,
,,,,,,5211869.54582,-7909342.01562,,,,,2016-05-18,05:47:20,,,,,,
,,,,,,5206015.35396,-7910980.19046,,,,,2016-05-18,07:07:52,,,,,,
,,,,,,5208885.44143,-7910817.66361,,,,,2016-05-18,07:57:01,,,,,,
,,,,,,5208039.27242,-7914265.46727,,,,,2016-05-18,09:23:02,,,,,,
,,,,,,5209252.79748,-7909475.81622,,,,,2016-05-18,03:58:13,,,,,,
,,,,,,5206269.65486,-7916182.38279,,,,,2016-05-18,04:57:07,,,,,,
,,,,,,5202845.70502,-7916637.54191,,,,,2016-05-18,05:09:19,,,,,,
,,,,,,5206534.82193,-7915985.74601,,,,,2016-05-18,06:14:51,,,,,,
,,,,,,5213619.78717,-7911770.34712,,,,,2016-05-19,04:24:34,,,,,,
,,,,,,5210636.58711,-7913509.25064,,,,,2016-05-19,02:53:15,,,,,,
,,,,,,5205324.04196,-7921234.96341,,,,,2016-05-19,06:31:34,,,,,,
,,,,,,5202949.01483,-7918770.72739,,,,,2016-05-19,08:29:28,,,,,,
,,,,,,5213580.83471,-7914094.91755,,,,,2016-05-19,09:45:06,,,,,,
,,,,,,5217987.70516,-7911594.00544,,,,,2016-05-19,10:59:14,,,,,,
,,,,,,5206220.166,-7909284.82101,,,,,2016-05-19,11:06:44,,,,,,
,,,,,,5200377.62769,-7921025.6818,,,,,2016-05-20,05:35:52,,,,,,
,,,,,,5215237.60406,-7910775.99117,,,,,2016-05-20,06:48:36,,,,,,
,,,,,,5211051.74419,-7911942.57049,,,,,2016-05-20,09:00:35,,,,,,
,,,,,,5216029.88412,-7910300.85167,,,,,2016-05-20,11:25:42,,,,,,
,,,,,,5213961.92926,-7910460.32567,,,,,2016-05-20,04:25:59,,,,,,
,,,,,,5206836.41475,-7910530.85385,,,,,2016-05-20,11:50:51,,,,,,
,,,,,,5205259.32753,-7912874.85378,,,,,2016-05-21,07:59:29,,,,,,
,,,,,,5214482.98532,-7920281.2174,,,,,2016-05-21,09:39:11,,,,,,
,,,,,,5205035.09342,-7909073.28153,,,,,2016-05-21,12:15:50,,,,,,
,,,,,,5209488.56893,-7910437.61492,,,,,2016-05-21,03:09:06,,,,,,
